Forecast_ID,Fiscal_Year,VISN,Facility_Name,Contracting_Office,Category,Requirement_Title,Estimated_Value,Priority_Level,Status,Contract_Type,Anticipated_Set_Aside,Recompete,Incumbent_Contractor,Planned_Award_Quarter,Predicted_Days_to_Award,Predicted_Award_Amount,Predicted_Protest_Probability,Oversight_Probability,Composite_Risk_Score
FCST-001627,2027,12,VISN 12 Medical Center North,Network Contracting Office (NCO) 17,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 12 Medical Center North FY2027,67501.51,Medium,Planning,Time and Materials,WOSB,No,,FY Q4,80.0,69409.0,0.047,0.0,13.6
FCST-001628,2027,17,VISN 17 Medical Center Main,Network Contracting Office (NCO) 14,Construction,Construction Requirement - VISN 17 Medical Center Main FY2027,1014030.19,Low,Market Research,IDIQ,HUBZone,Yes,Precision LLC,FY Q1,82.0,1.049776e+06,0.165,0.01,31.7
FCST-001629,2026,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 16,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 15 Medical Center Main FY2026,405812.66,Critical,On Hold,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Anchor Partners,FY Q1,97.0,433467.0,0.371,0.15,41.3
FCST-001630,2027,15,VISN 15 Medical Center North,Strategic Acquisition Center (SAC) - Frederick,Medical Equipment,Medical Equipment Requirement - VISN 15 Medical Center North FY2027,4910786.21,High,Planning,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Liberty Associates,FY Q3,114.0,4.65802e+06,0.12,0.897,54.4
FCST-001631,2028,6,VISN 6 Medical Center South,Strategic Acquisition Center (SAC) - Frederick,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 6 Medical Center South FY2028,88054.2,Low,Market Research,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Atlas Technologies,FY Q3,100.0,92886.0,0.464,0.017,37.7
FCST-001632,2026,16,VISN 16 Medical Center South,Network Contracting Office (NCO) 10,Medical Equipment,Medical Equipment Requirement - VISN 16 Medical Center South FY2026,323921.85,High,Planning,Firm Fixed Price,Small Business,No,,FY Q1,76.0,322741.0,0.307,0.002,27.1
FCST-001633,2028,18,VISN 18 Medical Center North,Network Contracting Office (NCO) 15,Professional Services,Professional Services Requirement - VISN 18 Medical Center North FY2028,386209.74,Low,Planning,IDIQ,Full and Open (No Set-Aside),Yes,Anchor Group,FY Q2,98.0,396148.0,0.326,0.145,39.8
FCST-001634,2026,7,VISN 7 Medical Center Main,Strategic Acquisition Center (SAC) - Frederick,Pharmaceuticals,Pharmaceuticals Requirement - VISN 7 Medical Center Main FY2026,572118.5,Low,On Hold,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Cornerstone Consulting,FY Q1,97.0,622462.0,0.245,0.192,39.5
FCST-001635,2028,8,VISN 8 Medical Center North,Network Contracting Office (NCO) 18,Construction,Construction Requirement - VISN 8 Medical Center North FY2028,1720650.19,High,Planning,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q1,103.0,1.89001e+06,0.432,0.669,53.4
FCST-001636,2028,8,VISN 8 Medical Center Main,Network Contracting Office (NCO) 4,IT Services,IT Services Requirement - VISN 8 Medical Center Main FY2028,395774.47,Low,On Hold,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Meridian LLC,FY Q1,98.0,424383.0,0.216,0.177,36.9
FCST-001637,2026,9,VISN 9 Medical Center East,Network Contracting Office (NCO) 4,Facilities Management,Facilities Management Requirement - VISN 9 Medical Center East FY2026,354580.63,Low,On Hold,IDIQ,SDVOSB,No,,FY Q1,75.0,351219.0,0.235,0.001,24.7
FCST-001638,2026,1,VISN 1 Medical Center North,Network Contracting Office (NCO) 18,Medical Equipment,Medical Equipment Requirement - VISN 1 Medical Center North FY2026,368919.36,Critical,Market Research,IDIQ,HUBZone,Yes,Vanguard Partners,FY Q2,76.0,366731.0,0.159,0.002,23.2
FCST-001639,2027,2,VISN 2 Medical Center Main,Network Contracting Office (NCO) 18,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 2 Medical Center Main FY2027,545840.36,High,Market Research,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),No,,FY Q1,98.0,582515.0,0.249,0.258,39.8
FCST-001640,2026,18,VISN 18 Medical Center South,SAO West,Medical Equipment,Medical Equipment Requirement - VISN 18 Medical Center South FY2026,330709.92,Low,On Hold,Time and Materials,Full and Open (No Set-Aside),Yes,Keystone LLC,FY Q2,98.0,359774.0,0.396,0.131,41.4
FCST-001641,2028,6,VISN 6 Medical Center Main,Network Contracting Office (NCO) 4,IT Services,IT Services Requirement - VISN 6 Medical Center Main FY2028,1096485.86,Low,Planning,IDIQ,Full and Open (No Set-Aside),Yes,Legacy Inc.,FY Q3,101.0,1.14587e+06,0.191,0.48,43.0
FCST-001643,2028,8,VISN 8 Medical Center Main,Technology Acquisition Center (TAC),Food Service,Food Service Requirement - VISN 8 Medical Center Main FY2028,99424.75,Medium,Planning,Cost Plus Fixed Fee,VOSB,No,,FY Q1,79.0,96953.0,0.263,0.0,21.2
FCST-001644,2026,6,VISN 6 Medical Center Main,Network Contracting Office (NCO) 14,Facilities Management,Facilities Management Requirement - VISN 6 Medical Center Main FY2026,109044.22,High,On Hold,Firm Fixed Price,Small Business,No,,FY Q2,73.0,107972.0,0.216,0.0,17.4
FCST-001645,2027,18,VISN 18 Medical Center North,Denver Acquisition and Logistics Center (DALC),Medical Equipment,Medical Equipment Requirement - VISN 18 Medical Center North FY2027,430545.78,Medium,On Hold,Firm Fixed Price,SDVOSB,Yes,Frontier Partners,FY Q3,75.0,437680.0,0.305,0.003,28.1
FCST-001646,2026,7,VISN 7 Medical Center Main,Strategic Acquisition Center (SAC) - Frederick,Security Services,Security Services Requirement - VISN 7 Medical Center Main FY2026,799137.54,Medium,Market Research,Labor Hour,Full and Open (No Set-Aside),Yes,Atlas Technologies,FY Q4,96.0,790832.0,0.203,0.477,38.5
FCST-001647,2026,5,VISN 5 Medical Center North,Network Contracting Office (NCO) 5,IT Services,IT Services Requirement - VISN 5 Medical Center North FY2026,194167.07,Medium,Draft Solicitation,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Pinnacle Partners,FY Q4,96.0,203912.0,0.292,0.067,34.3
FCST-001648,2026,3,VISN 3 Medical Center Main,Network Contracting Office (NCO) 8,Pharmaceuticals,Pharmaceuticals Requirement - VISN 3 Medical Center Main FY2026,113917.62,Low,Market Research,Labor Hour,Full and Open (No Set-Aside),Yes,Precision Systems,FY Q2,96.0,113528.0,0.199,0.029,29.1
FCST-001649,2026,16,VISN 16 Medical Center South,Strategic Acquisition Center (SAC) - Austin,Food Service,Food Service Requirement - VISN 16 Medical Center South FY2026,383391.55,Medium,Market Research,Firm Fixed Price,SDVOSB,Yes,Horizon Solutions,FY Q4,76.0,391068.0,0.181,0.004,24.4
FCST-001650,2027,8,VISN 8 Medical Center Main,Network Contracting Office (NCO) 8,Pharmaceuticals,Pharmaceuticals Requirement - VISN 8 Medical Center Main FY2027,227577.41,Medium,Planning,Time and Materials,Full and Open (No Set-Aside),Yes,Unity Consulting,FY Q2,98.0,223811.0,0.316,0.059,36.9
FCST-001651,2027,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 9,Security Services,Security Services Requirement - VISN 15 Medical Center Main FY2027,86183.47,High,Draft Solicitation,Blanket Purchase Agreement (BPA),VOSB,No,,FY Q4,78.0,84454.0,0.07,0.0,14.1
FCST-001652,2027,1,VISN 1 Medical Center North,Network Contracting Office (NCO) 7,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 1 Medical Center North FY2027,113898.76,High,Planning,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Precision Associates,FY Q2,98.0,108228.0,0.257,0.024,31.2
FCST-001653,2026,3,VISN 3 Medical Center South,Network Contracting Office (NCO) 16,Construction,Construction Requirement - VISN 3 Medical Center South FY2026,1563350.5,Low,Planning,Time and Materials,Full and Open (No Set-Aside),Yes,Unity Solutions,FY Q2,101.0,1.692853e+06,0.469,0.656,53.3
FCST-001654,2026,16,VISN 16 Medical Center Main,Network Contracting Office (NCO) 10,IT Services,IT Services Requirement - VISN 16 Medical Center Main FY2026,233866.08,Medium,Planning,IDIQ,HUBZone,No,,FY Q1,76.0,252851.0,0.157,0.001,21.6
FCST-001655,2026,3,VISN 3 Medical Center Main,Network Contracting Office (NCO) 6,IT Services,IT Services Requirement - VISN 3 Medical Center Main FY2026,161497.68,Medium,Draft Solicitation,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Frontier Systems,FY Q1,98.0,172073.0,0.291,0.051,34.8
FCST-001656,2028,14,VISN 14 Medical Center South,National Acquisition Center (NAC),Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 14 Medical Center South FY2028,132818.06,Medium,Planning,Firm Fixed Price,Small Business,Yes,Cornerstone Inc.,FY Q4,77.0,134436.0,0.357,0.0,24.6
FCST-001657,2026,11,VISN 11 Medical Center North,Strategic Acquisition Center (SAC) - Frederick,Professional Services,Professional Services Requirement - VISN 11 Medical Center North FY2026,184094.79,Medium,Draft Solicitation,Firm Fixed Price,8(a),Yes,Apex Partners,FY Q3,76.0,189364.0,0.325,0.001,25.0
FCST-001658,2026,3,VISN 3 Medical Center East,Network Contracting Office (NCO) 1,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 3 Medical Center East FY2026,123555.93,Medium,Market Research,Firm Fixed Price,SDVOSB,Yes,Cornerstone Technologies,FY Q3,77.0,122625.0,0.365,0.0,24.4
FCST-001659,2026,7,VISN 7 Medical Center Main,Network Contracting Office (NCO) 8,Facilities Management,Facilities Management Requirement - VISN 7 Medical Center Main FY2026,522618.73,Medium,Planning,Time and Materials,SDVOSB,Yes,Cornerstone LLC,FY Q1,75.0,516602.0,0.272,0.003,27.9
FCST-001660,2027,13,VISN 13 Medical Center North,Network Contracting Office (NCO) 9,Construction,Construction Requirement - VISN 13 Medical Center North FY2027,820716.39,High,On Hold,Firm Fixed Price,SDVOSB,Yes,Apex Enterprises,FY Q2,80.0,832452.0,0.104,0.008,28.0
FCST-001661,2027,7,VISN 7 Medical Center Main,Network Contracting Office (NCO) 9,Pharmaceuticals,Pharmaceuticals Requirement - VISN 7 Medical Center Main FY2027,979226.6,Medium,Market Research,Time and Materials,Full and Open (No Set-Aside),No,,FY Q1,101.0,951159.0,0.145,0.373,40.3
FCST-001662,2027,6,VISN 6 Medical Center South,Network Contracting Office (NCO) 1,Security Services,Security Services Requirement - VISN 6 Medical Center South FY2027,79588.37,High,Market Research,Firm Fixed Price,SDVOSB,Yes,Patriot Industries,FY Q1,78.0,76381.0,0.163,0.0,16.8
FCST-001663,2027,12,VISN 12 Medical Center North,Network Contracting Office (NCO) 12,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 12 Medical Center North FY2027,1108225.91,Low,Planning,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q3,101.0,1.173968e+06,0.421,0.452,49.6
FCST-001664,2028,12,VISN 12 Medical Center North,Network Contracting Office (NCO) 13,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 12 Medical Center North FY2028,365293.35,Medium,Solicitation Released,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Legacy Consulting,FY Q4,97.0,385152.0,0.356,0.13,40.3
FCST-001665,2027,13,VISN 13 Medical Center South,National Acquisition Center (NAC),Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 13 Medical Center South FY2027,190899.33,High,Solicitation Released,Firm Fixed Price,SDVOSB,No,,FY Q2,77.0,183107.0,0.379,0.001,26.7
FCST-001666,2027,15,VISN 15 Medical Center Main,Network Contracting Office (NCO) 7,Facilities Management,Facilities Management Requirement - VISN 15 Medical Center Main FY2027,247291.91,Low,Draft Solicitation,Firm Fixed Price,SDVOSB,Yes,Frontier Solutions,FY Q1,74.0,244828.0,0.281,0.001,24.0
FCST-001667,2027,9,VISN 9 Medical Center North,Network Contracting Office (NCO) 12,IT Services,IT Services Requirement - VISN 9 Medical Center North FY2027,469590.99,Low,Draft Solicitation,Firm Fixed Price,Small Business,No,,FY Q1,75.0,489835.0,0.202,0.004,25.6
FCST-001668,2027,5,VISN 5 Medical Center Main,Network Contracting Office (NCO) 11,IT Services,IT Services Requirement - VISN 5 Medical Center Main FY2027,706844.31,Medium,Draft Solicitation,Time and Materials,Full and Open (No Set-Aside),Yes,Frontier Industries,FY Q4,99.0,738983.0,0.189,0.365,39.8
FCST-001669,2026,7,VISN 7 Medical Center Main,Network Contracting Office (NCO) 1,Facilities Management,Facilities Management Requirement - VISN 7 Medical Center Main FY2026,193433.37,Medium,Planning,IDIQ,8(a),No,,FY Q2,73.0,185318.0,0.322,0.001,23.2
FCST-001670,2028,5,VISN 5 Medical Center North,Network Contracting Office (NCO) 13,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 5 Medical Center North FY2028,404325.12,Low,Draft Solicitation,Blanket Purchase Agreement (BPA),Full and Open (No Set-Aside),Yes,Sterling Associates,FY Q4,98.0,412164.0,0.281,0.18,38.6
FCST-001671,2026,2,VISN 2 Medical Center North,Network Contracting Office (NCO) 16,Food Service,Food Service Requirement - VISN 2 Medical Center North FY2026,203808.17,Medium,Market Research,IDIQ,Full and Open (No Set-Aside),Yes,Patriot LLC,FY Q3,99.0,203369.0,0.121,0.098,31.1
FCST-001672,2027,14,VISN 14 Medical Center South,Technology Acquisition Center (TAC),Professional Services,Professional Services Requirement - VISN 14 Medical Center South FY2027,74158.7,Low,Draft Solicitation,Firm Fixed Price,SDVOSB,No,,FY Q1,79.0,73590.0,0.357,0.0,22.9
FCST-001673,2027,11,VISN 11 Medical Center North,Network Contracting Office (NCO) 1,IT Services,IT Services Requirement - VISN 11 Medical Center North FY2027,194207.36,Medium,Draft Solicitation,Firm Fixed Price,HUBZone,Yes,Horizon Federal Services,FY Q2,74.0,195695.0,0.151,0.001,18.8
FCST-001674,2027,10,VISN 10 Medical Center North,Technology Acquisition Center (TAC),Facilities Management,Facilities Management Requirement - VISN 10 Medical Center North FY2027,1201713.51,Low,Draft Solicitation,Firm Fixed Price,SDVOSB,Yes,Horizon Associates,FY Q1,79.0,1.17811e+06,0.3,0.01,35.1
FCST-001675,2027,13,VISN 13 Medical Center South,National Acquisition Center (NAC),Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 13 Medical Center South FY2027,373344.33,Medium,Draft Solicitation,Time and Materials,SDVOSB,No,,FY Q2,76.0,368093.0,0.349,0.002,28.9
FCST-001676,2027,13,VISN 13 Medical Center South,Network Contracting Office (NCO) 7,Facilities Management,Facilities Management Requirement - VISN 13 Medical Center South FY2027,256464.61,Medium,Planning,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Unity Technologies,FY Q1,96.0,266172.0,0.224,0.067,33.7
FCST-001677,2026,16,VISN 16 Medical Center South,Network Contracting Office (NCO) 5,Medical Equipment,Medical Equipment Requirement - VISN 16 Medical Center South FY2026,142377.98,Low,Planning,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q1,97.0,147340.0,0.363,0.036,35.7
FCST-001678,2027,9,VISN 9 Medical Center South,Network Contracting Office (NCO) 3,Pharmaceuticals,Pharmaceuticals Requirement - VISN 9 Medical Center South FY2027,526880.84,Low,On Hold,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q3,97.0,525996.0,0.245,0.173,38.5
FCST-001679,2027,17,VISN 17 Medical Center West,Network Contracting Office (NCO) 16,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 17 Medical Center West FY2027,596055.9,High,Market Research,Firm Fixed Price,SDVOSB,No,,FY Q3,76.0,587041.0,0.307,0.004,30.3
FCST-001680,2027,2,VISN 2 Medical Center North,Technology Acquisition Center (TAC),Medical Equipment,Medical Equipment Requirement - VISN 2 Medical Center North FY2027,47838.32,Critical,Solicitation Released,Firm Fixed Price,8(a),No,,FY Q2,77.0,47341.0,0.097,0.0,11.6
FCST-001681,2027,2,VISN 2 Medical Center Main,National Acquisition Center (NAC),Pharmaceuticals,Pharmaceuticals Requirement - VISN 2 Medical Center Main FY2027,348483.07,Low,Planning,IDIQ,VOSB,No,,FY Q2,77.0,352507.0,0.262,0.001,26.6
FCST-001682,2026,18,VISN 18 Medical Center Main,Network Contracting Office (NCO) 3,Transportation,Transportation Requirement - VISN 18 Medical Center Main FY2026,119890.36,Medium,Planning,Time and Materials,Full and Open (No Set-Aside),No,,FY Q3,99.0,122506.0,0.119,0.021,28.4
FCST-001683,2028,5,VISN 5 Medical Center South,Denver Acquisition and Logistics Center (DALC),Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 5 Medical Center South FY2028,225269.4,Medium,Solicitation Released,Firm Fixed Price,Full and Open (No Set-Aside),No,,FY Q4,98.0,222165.0,0.416,0.066,39.6
FCST-001684,2027,1,VISN 1 Medical Center Main,Network Contracting Office (NCO) 7,Pharmaceuticals,Pharmaceuticals Requirement - VISN 1 Medical Center Main FY2027,993739.46,Critical,On Hold,IDIQ,Full and Open (No Set-Aside),Yes,Unity LLC,FY Q1,102.0,987007.0,0.21,0.333,43.1
FCST-001685,2028,1,VISN 1 Medical Center Main,SAO East,Medical Equipment,Medical Equipment Requirement - VISN 1 Medical Center Main FY2028,193562.51,Low,Market Research,Time and Materials,Full and Open (No Set-Aside),Yes,Atlas Systems,FY Q3,97.0,184842.0,0.427,0.062,38.4
FCST-001686,2027,16,VISN 16 Medical Center North,Network Contracting Office (NCO) 7,Pharmaceuticals,Pharmaceuticals Requirement - VISN 16 Medical Center North FY2027,386867.61,Critical,Market Research,IDIQ,SDVOSB,Yes,Summit Inc.,FY Q2,76.0,381814.0,0.249,0.001,26.4
FCST-001687,2028,18,VISN 18 Medical Center Main,Network Contracting Office (NCO) 7,Medical/Clinical Services,Medical/Clinical Services Requirement - VISN 18 Medical Center Main FY2028,1041593.2,High,Draft Solicitation,Firm Fixed Price,Full and Open (No Set-Aside),Yes,Precision Federal Services,FY Q4,102.0,1.074441e+06,0.426,0.429,50.1
FCST-001688,2026,12,VISN 12 Medical Center Main,Network Contracting Office (NCO) 13,Construction,Construction Requirement - VISN 12 Medical Center Main FY2026,369130.17,Medium,Market Research,Labor Hour,Full and Open (No Set-Aside),No,,FY Q3,96.0,394282.0,0.279,0.22,37.4
FCST-001689,2026,1,VISN 1 Medical Center Main,Network Contracting Office (NCO) 4,Transportation,Transportation Requirement - VISN 1 Medical Center Main FY2026,263728.43,Medium,Solicitation Released,Labor Hour,Full and Open (No Set-Aside),No,,FY Q1,98.0,278051.0,0.144,0.091,32.5
FCST-001690,2028,17,VISN 17 Medical Center Main,Network Contracting Office (NCO) 11,Medical Equipment,Medical Equipment Requirement - VISN 17 Medical Center Main FY2028,709017.44,High,Draft Solicitation,IDIQ,Full and Open (No Set-Aside),Yes,Summit Technologies,FY Q1,98.0,727554.0,0.286,0.285,42.0
